IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.158.94,443,443,true,HKG,Asia Pacific,Hong Kong,63,8.85
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,90,8.85
8.219.251.81,8080,8080,false,SIN,Asia Pacific,Singapore,35,8.85
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.85
47.245.59.244,80,80,false,NRT,Asia Pacific,Tokyo,94,8.84
8.219.201.174,2083,2083,true,SIN,Asia Pacific,Singapore,183,8.84
8.222.227.191,2086,2086,false,HKG,Asia Pacific,Hong Kong,65,8.84
47.236.29.235,8880,8880,false,SIN,Asia Pacific,Singapore,27,8.84
47.236.144.48,2087,2087,true,SIN,Asia Pacific,Singapore,99,8.84
47.236.184.14,8880,8880,false,SIN,Asia Pacific,Singapore,17,8.84
8.219.93.85,2053,2053,true,SIN,Asia Pacific,Singapore,62,8.84
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,109,8.83
8.219.11.158,2087,2087,true,SIN,Asia Pacific,Singapore,164,8.83
8.209.240.229,2086,2086,false,NRT,Asia Pacific,Tokyo,91,8.83
8.222.248.188,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.83
47.91.3.135,2082,2082,false,NRT,Asia Pacific,Tokyo,84,8.83
47.74.13.94,2087,2087,true,NRT,Asia Pacific,Tokyo,110,8.83
8.219.233.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,8.82
8.222.240.47,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.82
47.245.56.207,2053,2053,true,NRT,Asia Pacific,Tokyo,209,8.82
8.219.56.205,80,80,false,SIN,Asia Pacific,Singapore,6,8.82
8.219.107.199,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.82
8.217.239.116,443,443,true,HKG,Asia Pacific,Hong Kong,85,8.81
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,8.81
8.219.159.232,8880,8880,false,SIN,Asia Pacific,Singapore,7,8.80
8.219.70.117,2096,2096,true,SIN,Asia Pacific,Singapore,71,8.80
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.80
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,42,8.80
8.219.228.157,80,80,false,SIN,Asia Pacific,Singapore,4,8.80
47.236.116.26,8443,8443,true,SIN,Asia Pacific,Singapore,66,8.79
47.74.5.233,2087,2087,true,NRT,Asia Pacific,Tokyo,122,8.79
8.219.206.53,8080,8080,false,SIN,Asia Pacific,Singapore,31,8.79
8.219.153.237,2082,2082,false,NRT,Asia Pacific,Tokyo,122,8.79
47.91.10.241,2086,2086,false,NRT,Asia Pacific,Tokyo,85,8.79
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,26,8.79
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,8.79
47.236.171.112,8443,8443,true,SIN,Asia Pacific,Singapore,102,8.78
47.245.26.167,8443,8443,true,NRT,Asia Pacific,Tokyo,123,8.78
47.91.25.66,2052,2052,false,NRT,Asia Pacific,Tokyo,72,8.78
8.222.236.229,2083,2083,true,SIN,Asia Pacific,Singapore,44,8.78
8.219.113.232,8443,8443,true,SIN,Asia Pacific,Singapore,125,8.78
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,64,8.78
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,8.77
47.245.59.188,2083,2083,true,NRT,Asia Pacific,Tokyo,254,8.77
47.74.54.33,2082,2082,false,NRT,Asia Pacific,Tokyo,72,8.77
8.219.56.205,8443,8443,true,SIN,Asia Pacific,Singapore,68,8.77
8.219.53.222,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.77
47.74.26.196,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,8.77
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,26,8.76
8.219.129.38,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.76
47.245.115.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,8.76
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,120,8.76
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,48,8.76
8.219.106.15,2096,2096,true,SIN,Asia Pacific,Singapore,50,8.76
47.91.31.231,80,80,false,NRT,Asia Pacific,Tokyo,79,8.76
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,8.75
8.219.74.35,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.75
8.219.72.51,2086,2086,false,SIN,Asia Pacific,Singapore,10,8.75
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,24,8.75
47.245.15.207,8443,8443,true,NRT,Asia Pacific,Tokyo,120,8.75
8.218.105.223,2096,2096,true,HKG,Asia Pacific,Hong Kong,119,8.74
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,37,8.74
47.245.82.78,2083,2083,true,SIN,Asia Pacific,Singapore,60,8.74
8.219.184.92,2083,2083,true,SIN,Asia Pacific,Singapore,71,8.74
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,11,8.74
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,105,8.74
8.219.237.250,2083,2083,true,SIN,Asia Pacific,Singapore,88,8.74
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,12,8.73
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,8.73
8.219.249.38,8880,8880,false,SIN,Asia Pacific,Singapore,23,8.73
8.219.183.31,2095,2095,false,SIN,Asia Pacific,Singapore,10,8.73
47.91.17.102,8080,8080,false,NRT,Asia Pacific,Tokyo,82,8.72
8.219.106.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,129,8.72
47.245.52.153,2053,2053,true,NRT,Asia Pacific,Tokyo,153,8.72
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,8.72
8.219.173.233,8880,8880,false,SIN,Asia Pacific,Singapore,14,8.72
8.219.233.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,211,8.72
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,8.72
47.74.39.194,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.72
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,114,8.71
8.219.90.32,80,80,false,SIN,Asia Pacific,Singapore,12,8.71
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.71
47.74.0.183,2095,2095,false,NRT,Asia Pacific,Tokyo,84,8.71
47.91.31.231,2087,2087,true,NRT,Asia Pacific,Tokyo,131,8.71
8.219.6.157,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.71
8.219.82.177,2082,2082,false,SIN,Asia Pacific,Singapore,25,8.71
8.209.241.128,8443,8443,true,NRT,Asia Pacific,Tokyo,103,8.70
47.74.54.145,2053,2053,true,NRT,Asia Pacific,Tokyo,77,8.70
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,8.70
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,81,8.70
8.218.158.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,8.70
47.236.19.51,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.70
8.219.240.141,2052,2052,false,SIN,Asia Pacific,Singapore,25,8.69
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,8.69
8.219.163.195,2052,2052,false,SIN,Asia Pacific,Singapore,16,8.69
8.219.185.191,2052,2052,false,SIN,Asia Pacific,Singapore,23,8.69
47.236.71.226,2053,2053,true,SIN,Asia Pacific,Singapore,104,8.69
47.74.38.250,80,80,false,NRT,Asia Pacific,Tokyo,83,8.69
8.219.73.21,2095,2095,false,SIN,Asia Pacific,Singapore,9,8.68
47.74.15.120,2053,2053,true,NRT,Asia Pacific,Tokyo,122,8.67
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,106,8.67
8.219.103.126,2087,2087,true,SIN,Asia Pacific,Singapore,51,8.67
8.219.253.185,8443,8443,true,SIN,Asia Pacific,Singapore,108,8.67
47.236.173.200,8880,8880,false,SIN,Asia Pacific,Singapore,7,8.67
8.209.243.99,2086,2086,false,NRT,Asia Pacific,Tokyo,73,8.67
8.219.103.57,8880,8880,false,SIN,Asia Pacific,Singapore,20,8.67
47.74.34.162,2086,2086,false,NRT,Asia Pacific,Tokyo,73,8.66
8.219.247.203,2087,2087,true,SIN,Asia Pacific,Singapore,116,8.66
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,284,8.66
8.219.134.63,2053,2053,true,SIN,Asia Pacific,Singapore,96,8.66
8.219.79.74,2082,2082,false,SIN,Asia Pacific,Singapore,17,8.66
47.74.8.238,2095,2095,false,NRT,Asia Pacific,Tokyo,99,8.65
8.219.178.9,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.65
47.74.7.51,2096,2096,true,NRT,Asia Pacific,Tokyo,127,8.65
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,11,8.64
47.236.147.146,2095,2095,false,SIN,Asia Pacific,Singapore,24,8.64
47.236.87.206,443,443,true,SIN,Asia Pacific,Singapore,102,8.64
47.74.46.84,2095,2095,false,NRT,Asia Pacific,Tokyo,82,8.64
8.219.242.208,2087,2087,true,SIN,Asia Pacific,Singapore,113,8.64
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.64
8.219.193.22,8080,8080,false,SIN,Asia Pacific,Singapore,22,8.64
8.219.163.195,2053,2053,true,SIN,Asia Pacific,Singapore,80,8.64
47.74.9.174,80,80,false,NRT,Asia Pacific,Tokyo,95,8.64
8.222.255.15,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.64
47.245.54.58,2086,2086,false,NRT,Asia Pacific,Tokyo,96,8.64
47.74.22.171,2095,2095,false,NRT,Asia Pacific,Tokyo,84,8.64
8.219.183.31,2087,2087,true,SIN,Asia Pacific,Singapore,233,8.63
8.219.248.170,2083,2083,true,SIN,Asia Pacific,Singapore,202,8.63
8.219.255.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,153,8.63
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,188,8.63
8.219.201.8,2087,2087,true,HKG,Asia Pacific,Hong Kong,199,8.63
8.219.173.239,2082,2082,false,SIN,Asia Pacific,Singapore,24,8.63
47.74.4.47,2082,2082,false,NRT,Asia Pacific,Tokyo,80,8.63
8.209.243.172,2052,2052,false,NRT,Asia Pacific,Tokyo,85,8.63
47.236.15.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,8.63
8.219.83.201,2087,2087,true,SIN,Asia Pacific,Singapore,151,8.62
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,110,8.62
47.236.99.131,2053,2053,true,SIN,Asia Pacific,Singapore,141,8.62
47.91.23.146,2082,2082,false,NRT,Asia Pacific,Tokyo,86,8.62
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,87,8.62
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,8.62
47.74.18.121,8443,8443,true,NRT,Asia Pacific,Tokyo,119,8.62
8.219.159.232,2053,2053,true,SIN,Asia Pacific,Singapore,116,8.61
8.219.134.117,2083,2083,true,HKG,Asia Pacific,Hong Kong,151,8.61
47.91.14.47,2082,2082,false,NRT,Asia Pacific,Tokyo,81,8.61
8.219.84.214,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,8.61
8.219.206.53,2083,2083,true,SIN,Asia Pacific,Singapore,139,8.61
47.74.43.24,2087,2087,true,NRT,Asia Pacific,Tokyo,202,8.61
47.236.116.208,2095,2095,false,SIN,Asia Pacific,Singapore,48,8.60
8.222.219.252,2096,2096,true,SIN,Asia Pacific,Singapore,74,8.60
8.219.201.245,2095,2095,false,HKG,Asia Pacific,Hong Kong,77,8.60
47.74.39.194,2087,2087,true,NRT,Asia Pacific,Tokyo,136,8.60
8.219.82.177,2087,2087,true,SIN,Asia Pacific,Singapore,123,8.60
47.74.42.17,2095,2095,false,NRT,Asia Pacific,Tokyo,91,8.60
47.74.13.66,2096,2096,true,NRT,Asia Pacific,Tokyo,75,8.60
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,8.60
47.74.27.94,2087,2087,true,NRT,Asia Pacific,Tokyo,220,8.60
8.222.145.164,2086,2086,false,SIN,Asia Pacific,Singapore,3,8.60
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,8.60
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,131,8.60
47.74.20.143,2082,2082,false,NRT,Asia Pacific,Tokyo,88,8.60
47.74.38.250,2082,2082,false,NRT,Asia Pacific,Tokyo,94,8.59
8.219.170.223,80,80,false,SIN,Asia Pacific,Singapore,3,8.59
47.245.62.84,2096,2096,true,NRT,Asia Pacific,Tokyo,219,8.59
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,8.59
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,8.59
8.218.127.249,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,8.59
8.219.173.233,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.59
47.243.162.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,130,8.59
47.74.27.211,8443,8443,true,NRT,Asia Pacific,Tokyo,89,8.58
47.236.156.14,80,80,false,SIN,Asia Pacific,Singapore,16,8.58
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,125,8.57
8.219.157.97,8880,8880,false,SIN,Asia Pacific,Singapore,18,8.57
47.236.104.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,167,8.57
47.242.79.71,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,8.57
8.219.228.157,2087,2087,true,SIN,Asia Pacific,Singapore,130,8.57
47.74.43.24,2095,2095,false,NRT,Asia Pacific,Tokyo,80,8.56
47.74.27.94,2083,2083,true,NRT,Asia Pacific,Tokyo,318,8.56
47.245.56.29,8443,8443,true,NRT,Asia Pacific,Tokyo,153,8.56
8.219.140.229,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.56
8.219.209.14,2083,2083,true,SIN,Asia Pacific,Singapore,124,8.56
47.74.15.80,2087,2087,true,NRT,Asia Pacific,Tokyo,125,8.56
47.236.7.206,80,80,false,SIN,Asia Pacific,Singapore,18,8.56
8.218.11.90,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,8.55
8.219.159.232,80,80,false,SIN,Asia Pacific,Singapore,23,8.55
47.74.11.9,2096,2096,true,NRT,Asia Pacific,Tokyo,308,8.55
8.219.87.34,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.55
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,149,8.55
47.74.13.66,8880,8880,false,NRT,Asia Pacific,Tokyo,76,8.55
8.219.170.180,80,80,false,HKG,Asia Pacific,Hong Kong,49,8.54
47.245.58.250,2095,2095,false,NRT,Asia Pacific,Tokyo,96,8.54
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,79,8.54
47.74.34.73,8443,8443,true,NRT,Asia Pacific,Tokyo,104,8.54
47.74.52.188,2095,2095,false,NRT,Asia Pacific,Tokyo,83,8.54
47.245.113.12,2052,2052,false,SIN,Asia Pacific,Singapore,30,8.54
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,8.54
47.236.155.170,8880,8880,false,SIN,Asia Pacific,Singapore,25,8.54
47.74.50.249,2082,2082,false,NRT,Asia Pacific,Tokyo,90,8.53
47.236.145.85,8443,8443,true,SIN,Asia Pacific,Singapore,58,8.53
47.245.54.140,2087,2087,true,NRT,Asia Pacific,Tokyo,133,8.53
47.74.47.167,2087,2087,true,NRT,Asia Pacific,Tokyo,111,8.53
8.222.202.163,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,8.53
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,58,8.53
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,8.53
47.74.16.67,8443,8443,true,NRT,Asia Pacific,Tokyo,120,8.53
8.219.74.35,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.53
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,109,8.52
47.236.161.155,2083,2083,true,SIN,Asia Pacific,Singapore,68,8.52
47.74.13.94,2053,2053,true,NRT,Asia Pacific,Tokyo,174,8.52
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,8.52
8.219.60.68,80,80,false,SIN,Asia Pacific,Singapore,15,8.52
47.74.6.16,2086,2086,false,NRT,Asia Pacific,Tokyo,82,8.51
47.236.19.51,2096,2096,true,SIN,Asia Pacific,Singapore,122,8.51
47.236.87.206,80,80,false,SIN,Asia Pacific,Singapore,19,8.51
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.51
47.74.11.251,2086,2086,false,NRT,Asia Pacific,Tokyo,84,8.50
8.219.137.50,8080,8080,false,SIN,Asia Pacific,Singapore,11,8.50
8.222.248.188,80,80,false,SIN,Asia Pacific,Singapore,5,8.50
8.219.217.81,2087,2087,true,SIN,Asia Pacific,Singapore,152,8.50
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,18,8.50
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,128,8.50
8.219.140.63,443,443,true,SIN,Asia Pacific,Singapore,60,8.50
8.222.244.123,8443,8443,true,SIN,Asia Pacific,Singapore,100,8.49
47.91.25.66,80,80,false,NRT,Asia Pacific,Tokyo,88,8.49
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,42,8.49
8.219.121.87,2083,2083,true,SIN,Asia Pacific,Singapore,119,8.49
8.222.223.34,8443,8443,true,SIN,Asia Pacific,Singapore,63,8.49
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.48
47.74.48.102,2052,2052,false,NRT,Asia Pacific,Tokyo,97,8.48
8.219.173.239,8080,8080,false,SIN,Asia Pacific,Singapore,39,8.48
47.91.31.231,2095,2095,false,NRT,Asia Pacific,Tokyo,94,8.48
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,8.48
8.219.194.170,8443,8443,true,SIN,Asia Pacific,Singapore,129,8.48
47.74.26.131,2082,2082,false,NRT,Asia Pacific,Tokyo,84,8.48
47.74.11.9,2053,2053,true,NRT,Asia Pacific,Tokyo,137,8.47
8.219.253.185,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.47
8.219.83.201,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,8.47
47.74.34.38,2083,2083,true,NRT,Asia Pacific,Tokyo,97,8.47
8.219.236.8,2087,2087,true,SIN,Asia Pacific,Singapore,147,8.47
47.236.7.246,2052,2052,false,SIN,Asia Pacific,Singapore,32,8.47
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,113,8.46
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,18,8.46
47.245.55.235,8443,8443,true,NRT,Asia Pacific,Tokyo,218,8.46
47.236.156.14,8880,8880,false,SIN,Asia Pacific,Singapore,13,8.46
8.219.3.53,8880,8880,false,SIN,Asia Pacific,Singapore,13,8.46
47.74.52.104,2086,2086,false,NRT,Asia Pacific,Tokyo,113,8.46
47.245.62.84,2087,2087,true,NRT,Asia Pacific,Tokyo,159,8.46
8.219.228.157,2053,2053,true,SIN,Asia Pacific,Singapore,105,8.46
47.74.47.167,8080,8080,false,NRT,Asia Pacific,Tokyo,88,8.45
8.219.141.174,8880,8880,false,SIN,Asia Pacific,Singapore,27,8.45
47.236.99.131,2086,2086,false,SIN,Asia Pacific,Singapore,27,8.45
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,8.45
8.219.249.148,2096,2096,true,SIN,Asia Pacific,Singapore,179,8.45
8.219.177.205,2095,2095,false,SIN,Asia Pacific,Singapore,16,8.44
8.209.243.99,2053,2053,true,NRT,Asia Pacific,Tokyo,103,8.44
47.245.115.6,2053,2053,true,SIN,Asia Pacific,Singapore,69,8.44
8.219.177.205,8080,8080,false,SIN,Asia Pacific,Singapore,39,8.44
47.74.26.131,2053,2053,true,NRT,Asia Pacific,Tokyo,185,8.44
8.219.56.205,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.44
47.245.55.99,2095,2095,false,NRT,Asia Pacific,Tokyo,91,8.44
8.219.156.148,80,80,false,SIN,Asia Pacific,Singapore,15,8.43
47.74.52.104,2087,2087,true,NRT,Asia Pacific,Tokyo,178,8.43
47.74.15.80,2087,2087,true,NRT,Asia Pacific,Tokyo,154,8.43
8.222.240.47,8443,0,true,SIN,Asia Pacific,Singapore,55,8.43
8.219.106.15,2087,2087,true,SIN,Asia Pacific,Singapore,107,8.43
47.245.58.175,2082,2082,false,NRT,Asia Pacific,Tokyo,102,8.43
47.74.47.167,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.43
47.74.15.120,80,80,false,NRT,Asia Pacific,Tokyo,92,8.42
8.219.90.87,80,80,false,SIN,Asia Pacific,Singapore,21,8.42
47.245.107.174,8443,8443,true,SIN,Asia Pacific,Singapore,82,8.42
8.219.106.156,443,443,true,SIN,Asia Pacific,Singapore,124,8.42
47.91.21.149,2082,2082,false,NRT,Asia Pacific,Tokyo,80,8.42
8.219.139.13,2096,2096,true,SIN,Asia Pacific,Singapore,117,8.42
8.219.228.193,8880,8880,false,SIN,Asia Pacific,Singapore,71,8.42
47.74.13.239,8443,8443,true,NRT,Asia Pacific,Tokyo,110,8.41
47.245.54.98,2086,2086,false,NRT,Asia Pacific,Tokyo,109,8.41
47.74.22.171,2053,2053,true,NRT,Asia Pacific,Tokyo,146,8.41
8.209.252.13,2053,2053,true,NRT,Asia Pacific,Tokyo,78,8.41
8.218.149.193,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,8.41
8.219.87.34,8443,8443,true,SIN,Asia Pacific,Singapore,119,8.41
47.91.16.198,2082,2082,false,NRT,Asia Pacific,Tokyo,105,8.41
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.41
47.74.6.16,2083,2083,true,NRT,Asia Pacific,Tokyo,191,8.41
47.74.52.104,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.41
47.74.34.38,80,80,false,NRT,Asia Pacific,Tokyo,87,8.40
8.219.248.170,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,8.40
8.210.66.190,2096,2096,true,HKG,Asia Pacific,Hong Kong,36,8.40
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.40
8.219.89.201,8880,8880,false,SIN,Asia Pacific,Singapore,7,8.40
8.219.178.225,2096,2096,true,SIN,Asia Pacific,Singapore,223,8.40
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,8.40
47.74.52.188,8880,8880,false,NRT,Asia Pacific,Tokyo,92,8.39
47.74.13.94,2095,2095,false,NRT,Asia Pacific,Tokyo,88,8.39
8.219.73.21,8443,8443,true,SIN,Asia Pacific,Singapore,68,8.39
47.91.19.249,8080,8080,false,NRT,Asia Pacific,Tokyo,94,8.39
8.219.198.34,443,443,true,SIN,Asia Pacific,Singapore,150,8.39
8.219.197.111,8880,8880,false,SIN,Asia Pacific,Singapore,19,8.39
47.236.163.95,8443,8443,true,SIN,Asia Pacific,Singapore,132,8.38
8.222.223.34,8080,8080,false,SIN,Asia Pacific,Singapore,5,8.38
47.245.37.29,2083,2083,true,NRT,Asia Pacific,Tokyo,131,8.38
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,124,8.38
47.245.56.121,8443,8443,true,NRT,Asia Pacific,Tokyo,142,8.38
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,18,8.38
47.74.16.255,2086,2086,false,NRT,Asia Pacific,Tokyo,89,8.38
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,62,8.38
8.219.121.87,8880,8880,false,SIN,Asia Pacific,Singapore,21,8.37
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,142,8.37
47.74.19.68,2052,2052,false,NRT,Asia Pacific,Tokyo,82,8.37
47.91.31.231,8880,8880,false,NRT,Asia Pacific,Tokyo,91,8.37
8.218.158.94,443,443,true,HKG,Asia Pacific,Hong Kong,82,8.37
47.245.59.188,2082,2082,false,NRT,Asia Pacific,Tokyo,87,8.37
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,8.36
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,8.36
47.236.11.68,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.36
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,5,8.36
8.219.253.114,8880,8880,false,SIN,Asia Pacific,Singapore,14,8.36
8.219.204.120,8080,8080,false,SIN,Asia Pacific,Singapore,23,8.36
47.74.19.249,8880,8880,false,NRT,Asia Pacific,Tokyo,94,8.36
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,181,8.36
47.91.19.249,8443,8443,true,NRT,Asia Pacific,Tokyo,123,8.35
47.251.74.226,80,80,false,LAX,North America,Los Angeles,176,8.35
47.245.113.117,2082,2082,false,SIN,Asia Pacific,Singapore,8,8.35
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.35
8.219.236.8,2086,2086,false,SIN,Asia Pacific,Singapore,40,8.35
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,103,8.35
8.218.119.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,8.35
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.35
47.245.118.197,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.34
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,99,8.34
47.74.26.131,2087,2087,true,NRT,Asia Pacific,Tokyo,125,8.34
8.219.228.186,2087,2087,true,SIN,Asia Pacific,Singapore,134,8.34
47.74.18.121,2053,2053,true,NRT,Asia Pacific,Tokyo,183,8.34
47.74.11.251,8880,8880,false,NRT,Asia Pacific,Tokyo,73,8.33
8.219.140.229,443,443,true,SIN,Asia Pacific,Singapore,110,8.33
47.236.163.95,2087,2087,true,SIN,Asia Pacific,Singapore,96,8.33
8.219.75.44,2096,2096,true,SIN,Asia Pacific,Singapore,139,8.33
8.209.241.128,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.33
8.219.56.205,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.33
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.33
47.74.38.250,2096,2096,true,NRT,Asia Pacific,Tokyo,110,8.33
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,8.33
47.74.41.87,2082,2082,false,NRT,Asia Pacific,Tokyo,75,8.33
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,93,8.33
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,166,8.32
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,118,8.32
47.91.15.247,2086,2086,false,NRT,Asia Pacific,Tokyo,102,8.32
8.219.82.177,8880,8880,false,SIN,Asia Pacific,Singapore,14,8.31
47.74.39.194,80,80,false,NRT,Asia Pacific,Tokyo,82,8.31
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,8.31
47.236.166.84,2096,2096,true,SIN,Asia Pacific,Singapore,174,8.31
8.219.106.15,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.31
8.219.126.3,2095,2095,false,SIN,Asia Pacific,Singapore,36,8.31
47.74.26.132,2087,2087,true,NRT,Asia Pacific,Tokyo,97,8.31
