IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
131.186.36.248,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,73,8.86
141.147.166.189,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,100,8.85
158.101.150.126,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,8.85
151.145.74.199,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,99,8.84
151.145.68.166,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,74,8.83
132.145.66.113,443,443,TRUE,FRA,Europe,Frankfurt,190,8.83
138.3.218.160,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,111,8.82
158.101.159.181,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,70,8.81
158.101.149.71,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,121,8.8
131.186.36.248,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,89,8.79
140.238.35.195,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,78,8.79
144.24.175.251,443,443,TRUE,FRA,Europe,Frankfurt,167,8.78
158.101.146.160,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,82,8.78
132.145.120.103,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,116,8.77
168.138.205.195,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,92,8.76
140.238.35.78,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,80,8.75
141.144.205.79,443,443,TRUE,FRA,Europe,Frankfurt,195,8.75
168.138.206.236,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,91,8.74
158.101.159.212,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,87,8.74
132.145.125.86,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,68,8.74
158.101.149.81,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,79,8.72
132.145.121.123,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,137,8.71
152.67.143.26,443,443,TRUE,FRA,Europe,Frankfurt,242,8.69
158.101.146.160,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,130,8.69
152.67.137.166,443,443,TRUE,FRA,Europe,Frankfurt,220,8.69
131.186.43.207,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,78,8.69
143.47.189.204,443,443,TRUE,FRA,Europe,Frankfurt,212,8.68
141.147.165.179,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,179,8.65
132.145.127.21,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,75,8.65
152.70.106.21,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,131,8.62
131.186.41.82,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,96,8.61
158.101.140.154,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,106,8.59
143.47.241.15,443,443,TRUE,AMS,Europe,Amsterdam,196,8.57
132.145.123.112,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,75,8.56
168.138.205.38,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,120,8.55
151.145.74.56,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,142,8.55
152.70.106.195,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,111,8.54
158.101.65.24,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,71,8.53
141.147.162.204,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,108,8.52
158.101.140.255,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,197,8.51
140.238.54.184,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,92,8.5
132.226.209.180,443,443,TRUE,AMS,Europe,Amsterdam,179,8.49
144.21.32.193,2053,443,TRUE,AMS,Europe,Amsterdam,191,8.48
131.186.60.162,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,118,8.46
158.101.92.156,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,98,8.46
158.101.206.70,2053,443,TRUE,AMS,Europe,Amsterdam,190,8.46
138.3.223.50,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,70,8.45
132.145.121.175,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,89,8.43
130.61.23.77,443,443,TRUE,FRA,Europe,Frankfurt,165,8.41
138.3.212.162,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,88,8.41
158.101.147.4,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,92,8.4
141.147.115.186,443,443,TRUE,FRA,Europe,Frankfurt,214,8.39
141.147.186.210,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,80,8.39
132.145.14.158,443,443,TRUE,FRA,Europe,Frankfurt,213,8.38
152.70.62.96,443,443,TRUE,FRA,Europe,Frankfurt,210,8.36
132.145.117.216,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,89,8.35
141.147.169.195,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,107,8.35
152.70.99.218,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,115,8.34
141.147.165.179,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,182,8.34
158.101.149.122,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,70,8.33
132.145.120.103,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,114,8.31
158.101.149.71,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,119,8.31
143.47.255.251,443,0,TRUE,FRA,Europe,Frankfurt,213,8.31
132.145.121.34,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,139,8.3
141.147.166.189,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,94,8.3
132.145.127.21,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,85,8.28
158.101.81.4,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,78,8.28
132.145.124.198,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,83,8.27
158.101.68.100,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,98,8.25
158.101.136.239,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,123,8.22
132.145.120.182,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,85,8.22
151.145.68.166,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,168,8.21
158.101.159.181,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,137,8.16
158.101.84.123,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,101,8.16
158.101.149.122,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,108,8.15
152.70.106.185,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,117,8.15
158.101.140.255,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,124,8.15
158.101.137.74,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,83,8.15
158.101.84.123,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,114,8.14
158.101.89.33,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,87,8.14
158.101.95.113,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,82,8.13
158.101.154.70,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,218,8.12
158.101.210.212,443,443,TRUE,FRA,Europe,Frankfurt,251,8.12
151.145.74.56,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,100,8.09
152.67.150.147,443,443,TRUE,FRA,Europe,Frankfurt,217,8.09
152.70.102.124,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,160,8.08
152.70.103.145,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,153,8.07
138.3.218.160,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,95,8.07
131.186.43.207,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,90,8.05
141.147.174.7,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,129,8.03
158.101.140.255,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,93,8.02
158.101.154.70,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,180,8
168.138.198.202,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,8
131.186.45.88,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,88,7.98
158.101.137.96,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,93,7.97
152.70.103.145,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,155,7.97
151.145.75.28,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,77,7.96
132.145.124.198,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,82,7.96
168.138.198.53,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,77,7.96
158.101.84.123,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,140,7.94
132.145.123.14,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,88,7.92
143.47.177.103,443,443,TRUE,FRA,Europe,Frankfurt,203,7.92
141.144.254.178,443,443,TRUE,FRA,Europe,Frankfurt,252,7.91
141.147.191.211,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,81,7.91
152.70.111.251,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,93,7.9
140.238.36.248,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,100,7.89
152.70.98.174,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,87,7.89
129.146.247.85,2053,443,TRUE,LAX,North America,Los Angeles,183,7.88
158.101.146.203,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,217,7.85
132.145.114.14,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,89,7.85
143.47.252.208,443,443,TRUE,FRA,Europe,Frankfurt,193,7.84
141.147.181.242,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,111,7.82
140.238.32.184,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,85,7.8
168.138.207.64,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,84,7.79
152.70.106.185,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,123,7.78
140.238.48.97,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,71,7.77
138.3.212.144,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,77,7.77
131.186.46.75,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,105,7.76
138.3.212.144,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,102,7.76
141.147.191.132,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,88,7.76
132.145.115.17,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,90,7.76
158.101.155.115,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,7.75
141.147.182.70,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,118,7.74
158.101.149.52,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,193,7.71
141.147.174.190,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,109,7.71
144.24.173.250,2053,443,TRUE,FRA,Europe,Frankfurt,171,7.67
131.186.36.248,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,116,7.67
140.238.39.33,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,92,7.66
141.147.164.153,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,139,7.66
131.186.58.151,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,81,7.65
129.146.60.210,443,443,TRUE,LAX,North America,Los Angeles,222,7.65
131.186.63.184,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,108,7.64
152.70.106.195,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,113,7.64
158.101.155.158,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,127,7.64
132.145.121.247,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,113,7.64
158.101.94.15,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,93,7.63
158.101.155.246,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,93,7.63
132.145.114.250,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,75,7.63
132.145.114.4,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,80,7.63
131.186.34.11,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,88,7.56
141.147.178.202,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,125,7.56
138.3.212.226,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,84,7.54
131.186.37.191,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,115,7.52
140.238.61.78,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,84,7.5
140.238.58.42,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,76,7.5
158.101.90.190,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,166,7.49
138.3.216.67,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,92,7.48
138.3.212.162,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,102,7.48
141.147.163.68,443,443,TRUE,NRT,Asia Pacific,Tokyo,174,7.46
158.101.143.49,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,162,7.45
158.101.149.52,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,102,7.41
140.238.35.78,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,69,7.4
131.186.37.49,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,88,7.4
158.101.149.71,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,110,7.37
140.238.50.99,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,75,7.37
168.138.205.195,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,78,7.37
129.146.84.236,443,443,TRUE,LAX,North America,Los Angeles,215,7.36
151.145.66.219,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,75,7.36
158.101.149.81,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,123,7.36
158.101.150.74,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,83,7.35
152.70.106.195,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,149,7.34
193.122.197.111,443,443,TRUE,IAD,North America,Ashburn,247,7.33
158.101.133.129,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,102,7.32
158.101.137.96,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,91,7.31
158.101.158.251,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,107,7.31
140.238.54.166,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,70,7.28
132.145.123.14,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,70,7.28
168.138.200.159,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,75,7.27
131.186.61.45,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,114,7.26
158.101.68.48,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,132,7.24
158.101.81.4,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,7.23
132.145.124.198,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,73,7.23
140.238.61.78,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,69,7.22
158.101.94.15,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,68,7.22
158.101.201.147,443,443,TRUE,FRA,Europe,Frankfurt,246,7.21
138.3.218.160,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,86,7.2
132.145.122.95,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,86,7.19
158.101.84.123,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,91,7.18
132.145.113.148,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,70,7.17
155.248.162.160,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,99,7.17
138.3.210.114,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,111,7.17
132.145.54.84,2053,443,TRUE,LHR,Europe,London,181,7.16
131.186.36.248,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,85,7.16
140.238.60.177,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,126,7.16
158.101.150.126,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,97,7.15
158.101.65.24,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,72,7.14
158.101.131.218,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,124,7.14
151.145.70.28,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,86,7.14
131.186.47.255,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,90,7.13
151.145.68.104,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,104,7.13
140.83.53.190,443,443,TRUE,KIX,Asia Pacific,Osaka,66,7.13
132.145.10.107,443,443,TRUE,FRA,Europe,Frankfurt,255,7.13
151.145.68.166,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,94,7.13
168.138.200.159,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,89,7.12
168.138.202.169,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,71,7.11
138.3.216.67,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,120,7.1
140.238.35.195,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,82,7.09
131.186.35.189,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,84,7.08
152.70.111.251,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,68,7.07
140.238.44.118,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,92,7.06
141.144.196.204,443,443,TRUE,FRA,Europe,Frankfurt,218,7.06
168.138.198.53,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,92,7.04
193.123.57.161,443,443,TRUE,FRA,Europe,Frankfurt,240,7.03
132.145.121.123,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,97,7.01
158.101.65.24,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,126,7.01
138.3.223.50,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,97,6.99
132.145.127.21,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,78,6.99
158.101.69.144,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,150,6.97
132.145.121.175,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,95,6.97
131.186.47.223,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,99,6.97
168.138.202.145,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,88,6.96
158.101.155.158,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,102,6.96
158.101.139.42,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,85,6.94
141.147.164.123,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,136,6.92
132.145.126.21,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,71,6.9
132.145.54.84,8443,443,TRUE,LHR,Europe,London,193,6.89
168.138.202.145,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,80,6.86
158.101.95.113,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,79,6.86
140.238.59.255,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,72,6.85
158.101.158.238,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,75,6.84
158.101.147.4,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,79,6.83
158.101.68.48,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,150,6.81
132.145.123.143,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,77,6.8
132.145.123.159,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,84,6.79
158.101.68.48,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,80,6.78
158.101.90.190,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,109,6.77
140.238.41.253,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,96,6.76
132.145.127.51,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,74,6.75
158.101.159.212,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,98,6.74
158.101.89.33,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,160,6.73
158.101.81.4,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,140,6.72
141.147.175.230,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,146,6.69
168.138.206.236,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,90,6.68
158.101.68.48,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,169,6.65
140.238.50.99,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,76,6.63
132.145.120.115,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,106,6.62
132.145.126.21,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,95,6.61
132.145.126.204,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,88,6.6
151.145.69.174,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,78,6.6
132.145.120.118,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,102,6.58
158.101.158.238,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,86,6.58
140.238.39.87,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,79,6.57
158.101.71.60,443,443,TRUE,NRT,Asia Pacific,Tokyo,93,6.56
140.238.59.255,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,81,6.56
140.238.60.177,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,80,6.55
151.145.66.219,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,86,6.54
132.145.125.165,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,75,6.54
158.101.155.246,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,93,6.54
158.101.139.42,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,165,6.51
158.101.152.221,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,85,6.5
84.235.170.70,443,443,TRUE,FRA,Europe,Frankfurt,228,6.5
131.186.34.11,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,108,6.46
140.238.51.184,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,94,6.45
168.138.205.195,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,112,6.44
158.101.149.52,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,111,6.44
151.145.65.8,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,96,6.43
132.145.121.34,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,104,6.43
140.238.33.165,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,84,6.43
141.147.160.221,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,83,6.42
168.138.206.236,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,81,6.39
158.101.133.129,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,162,6.38
158.101.70.155,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,122,6.38
140.238.35.138,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,94,6.34
151.145.68.166,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,90,6.33
168.138.202.169,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,108,6.33
158.101.152.221,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,72,6.32
138.3.214.43,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,86,6.32
131.186.47.223,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,98,6.3
152.70.106.13,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,110,6.25
132.145.11.103,443,443,TRUE,FRA,Europe,Frankfurt,178,6.24
158.101.148.221,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,183,6.24
131.186.37.49,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,97,6.23
158.101.148.221,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,216,6.23
158.101.154.70,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,138,6.21
141.147.168.159,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,122,6.2
140.238.54.164,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,81,6.2
158.101.155.115,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,221,6.17
131.186.38.135,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,119,6.17
193.123.57.89,443,443,TRUE,FRA,Europe,Frankfurt,170,6.17
158.101.159.212,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,170,6.16
141.147.181.148,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,108,6.16
138.3.217.39,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,79,6.13
168.138.198.202,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,77,6.12
168.138.202.145,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,80,6.11
132.145.123.238,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,70,6.1
131.186.41.255,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,99,6.09
131.186.44.38,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,97,6.05
140.238.54.164,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,92,6.05
141.147.182.70,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,87,6.04
158.101.95.113,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,98,6.04
150.136.241.40,8443,443,TRUE,IAD,North America,Ashburn,245,6.04
168.138.200.155,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,87,6.03
132.145.114.14,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,92,6.01
141.147.174.190,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,125,5.97
158.101.149.81,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,93,5.96
168.138.205.38,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,83,5.95
132.145.124.198,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,77,5.94
158.101.150.126,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,197,5.94
138.2.77.83,443,443,TRUE,SIN,Asia Pacific,Singapore,71,5.93
155.248.160.83,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,79,5.92
132.145.126.204,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,72,5.92
89.168.107.101,443,443,TRUE,FRA,Europe,Frankfurt,212,5.91
140.238.36.248,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,96,5.89
140.238.32.238,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,83,5.89
138.3.211.101,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,87,5.89
132.145.113.148,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,146,5.87
140.238.52.81,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,86,5.85
138.3.217.39,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,80,5.84
132.145.123.143,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,89,5.84
129.146.248.140,443,443,TRUE,LAX,North America,Los Angeles,222,5.82
140.238.32.184,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,77,5.82
168.138.205.195,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,76,5.8
152.70.106.185,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,110,5.8
168.138.52.13,443,443,TRUE,KIX,Asia Pacific,Osaka,66,5.73
158.101.95.113,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,90,5.7
141.147.160.221,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,81,5.7
158.101.219.251,443,443,TRUE,FRA,Europe,Frankfurt,233,5.69
158.101.70.155,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,115,5.68
146.235.17.31,443,443,TRUE,SIN,Asia Pacific,Singapore,1,5.66
138.3.222.204,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,83,5.62
139.185.34.245,443,443,TRUE,DXB,Middle East,Dubai,88,5.62
131.186.38.135,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,120,5.6
158.101.148.221,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,172,5.58
132.145.121.247,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,81,5.52
168.138.202.169,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,107,5.52
152.67.139.78,443,443,TRUE,FRA,Europe,Frankfurt,499,5.51
168.138.205.38,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,94,5.51
141.147.85.125,443,443,TRUE,FRA,Europe,Frankfurt,211,5.5
168.138.205.195,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,121,5.49
143.47.251.254,443,443,TRUE,FRA,Europe,Frankfurt,263,5.48
